name,mean,min,median,max,count,70%,80%,90%
foba_all_2,-0.265,-0.265,-0.265,-0.265,1,-0.265,-0.265,-0.265
gbm_range01_2,-0.262,-0.298,-0.262,-0.227,2,-0.248,-0.241,-0.234
dnn_all_2,-0.261,-0.261,-0.261,-0.261,1,-0.261,-0.261,-0.261
glmnet_all_2,-0.259,-0.259,-0.259,-0.259,1,-0.259,-0.259,-0.259
SL.stepAIC_range01_1,-0.254,-0.254,-0.254,-0.254,1,-0.254,-0.254,-0.254
spikeslab_range01_1,-0.202,-0.958,-0.248,0.287,11,-0.046,0.112,0.252
xgbTree_all_2,-0.244,-0.244,-0.244,-0.244,1,-0.244,-0.244,-0.244
leapSeq_asis_2,-0.339,-1.228,-0.24,0.325,20,-0.035,0.015,0.046
SL.ipredbagg_range01_1,-0.239,-0.239,-0.239,-0.239,1,-0.239,-0.239,-0.239
xgbTree_YeoJohnson_2,-0.285,-0.758,-0.237,0.135,7,-0.184,-0.081,0.026
evtree_quantile_2,-0.196,-0.66,-0.237,0.161,17,-0.011,0.064,0.109
glmStepAIC_quantile_2,-0.42,-1.574,-0.236,0.288,19,-0.037,0.02,0.19
lmStepAIC_quantile_2,-0.42,-1.574,-0.236,0.288,19,-0.037,0.02,0.19
xyf_range01_2,-0.235,-0.338,-0.235,-0.132,2,-0.194,-0.173,-0.153
xgbDART_quantile_2,-0.198,-0.507,-0.234,0.085,11,-0.038,0.046,0.053
gcvEarth_range01_2,-0.23,-0.354,-0.23,-0.107,4,-0.207,-0.174,-0.14
bagEarth_all_2,-0.226,-0.538,-0.226,0.087,2,-0.101,-0.038,0.024
bayesglm_asis_2,-0.268,-1.929,-0.225,0.415,20,0.078,0.185,0.308
M5_range01_1,-0.229,-0.861,-0.221,0.243,19,-0.085,0.006,0.141
leapBackward_quantile_1,-0.16,-0.558,-0.217,0.354,12,-0.038,0.091,0.123
gamboost_range01_1,-0.171,-0.492,-0.216,0.173,18,-0.117,0.007,0.054
BstLm_all_2,-0.215,-0.215,-0.215,-0.215,1,-0.215,-0.215,-0.215
gamboost_YeoJohnson_2,-0.209,-0.525,-0.209,0.067,19,-0.14,-0.108,0.048
kernelpls_quantile_2,-0.391,-2.773,-0.206,0.276,19,-0.049,0.061,0.125
lars2_all_2,-0.204,-0.204,-0.204,-0.204,1,-0.204,-0.204,-0.204
rpart1SE_range01_2,-0.231,-0.382,-0.204,-0.108,3,-0.166,-0.146,-0.127
cforest_all_2,-0.202,-0.202,-0.202,-0.202,1,-0.202,-0.202,-0.202
rpart2_quantile_2,-0.228,-0.833,-0.199,0.202,19,-0.044,0.012,0.123
spikeslab_YeoJohnson_2,-0.187,-1.006,-0.195,0.162,17,-0.116,0.003,0.15
elm_range01_1,-0.229,-0.736,-0.193,0.146,19,-0.049,-0.001,0.053
earth_quantile_2,-0.172,-0.566,-0.193,0.251,19,0.017,0.065,0.114
foba_quantile_1,-0.235,-0.704,-0.191,0.087,13,-0.041,-0.007,0.016
spikeslab_all_2,-0.19,-0.19,-0.19,-0.19,1,-0.19,-0.19,-0.19
SL.caret_range01_1,-0.187,-0.187,-0.187,-0.187,1,-0.187,-0.187,-0.187
SL.glmnet_range01_1,-0.187,-0.187,-0.187,-0.187,1,-0.187,-0.187,-0.187
evtree_YeoJohnson_2,-0.19,-0.66,-0.187,0.161,19,-0.014,0.027,0.109
SL.biglasso_range01_1,-0.186,-0.186,-0.186,-0.186,1,-0.186,-0.186,-0.186
foba_asis_2,-0.214,-1.049,-0.186,0.223,20,-0.07,-0.01,0.137
leapForward_asis_2,-0.378,-1.987,-0.186,0.323,20,-0.086,0.119,0.2
glmboost_all_2,-0.183,-0.183,-0.183,-0.183,1,-0.183,-0.183,-0.183
null_all_2,-0.183,-0.183,-0.183,-0.183,1,-0.183,-0.183,-0.183
SL.mean_range01_1,-0.183,-0.183,-0.183,-0.183,1,-0.183,-0.183,-0.183
SL.rpartPrune_range01_1,-0.183,-0.183,-0.183,-0.183,1,-0.183,-0.183,-0.183
rpart_quantile_2,-0.178,-0.604,-0.183,0.161,19,-0.106,-0.083,-0.001
ctree2_quantile_2,-0.175,-0.675,-0.183,0.234,19,-0.098,-0.026,0.021
WM_asis_2,-0.219,-0.875,-0.183,0.304,20,-0.057,0.161,0.199
krlsPoly_all_2,-0.182,-0.182,-0.182,-0.182,1,-0.182,-0.182,-0.182
svmLinear_quantile_2,-0.219,-1.185,-0.182,0.304,19,0.003,0.066,0.153
rvmPoly_all_2,-0.181,-0.181,-0.181,-0.181,1,-0.181,-0.181,-0.181
rpart1SE_YeoJohnson_2,-0.191,-0.84,-0.181,0.27,19,-0.026,0.112,0.143
rpart1SE_range01_1,-0.215,-0.84,-0.181,0.27,19,-0.026,0.112,0.143
rpart1SE_quantile_2,-0.181,-0.84,-0.181,0.321,19,-0.026,0.119,0.179
ridge_all_2,-0.175,-0.175,-0.175,-0.175,1,-0.175,-0.175,-0.175
dnn_asis_2,-0.206,-0.435,-0.174,-0.015,20,-0.138,-0.126,-0.058
earth_range01_2,-0.138,-0.243,-0.174,0.041,4,-0.113,-0.062,-0.01
spls_YeoJohnson_2,-0.385,-2.446,-0.174,0.297,19,0.004,0.065,0.202
M5Rules_YeoJohnson_2,-0.173,-0.634,-0.173,0.219,19,0.014,0.098,0.146
gamboost_range01_2,-0.148,-0.419,-0.172,0.171,4,-0.108,-0.015,0.078
elm_quantile_2,-0.245,-1.093,-0.171,0.183,19,-0.107,-0.068,0.038
spls_range01_2,-0.98,-3,-0.171,0.232,3,-0.01,0.071,0.151
gamboost_asis_2,-0.205,-0.753,-0.17,0.195,20,-0.034,0.004,0.062
rpart2_asis_2,-0.179,-0.658,-0.169,0.329,20,-0.051,0.017,0.056
evtree_range01_1,-0.173,-0.66,-0.168,0.161,17,-0.011,0.064,0.109
xgbTree_quantile_2,-0.087,-0.386,-0.167,0.285,11,0.067,0.081,0.27
leapForward_range01_2,-0.206,-0.536,-0.166,0.043,4,-0.053,-0.021,0.011
M5Rules_range01_2,-0.438,-1.556,-0.166,0.137,4,0.088,0.105,0.121
pcr_all_2,-0.159,-0.159,-0.159,-0.159,1,-0.159,-0.159,-0.159
svmLinear_YeoJohnson_2,-0.188,-1.15,-0.159,0.415,19,0.113,0.244,0.372
elm_quantile_1,-0.236,-0.714,-0.158,0.179,13,-0.074,-0.05,0.024
earth_asis_2,-0.192,-1.14,-0.158,0.358,20,-0.083,0.004,0.137
rpart1SE_quantile_1,-0.061,-0.552,-0.158,0.468,12,0.148,0.203,0.275
lars2_quantile_1,-0.157,-0.504,-0.157,0.186,12,-0.111,-0.071,-0.015
plsRglm_asis_2,-0.153,-0.831,-0.157,0.245,20,-0.055,0.031,0.118
rpart_YeoJohnson_2,-0.272,-0.899,-0.156,0.097,19,-0.113,-0.11,-0.094
rpart_range01_1,-0.204,-0.66,-0.156,0.286,19,-0.084,-0.064,0.032
ctree_quantile_2,-0.114,-0.428,-0.156,0.234,19,-0.058,-0.02,0.117
bagEarthGCV_asis_2,-0.198,-0.993,-0.156,0.374,20,-0.02,0,0.083
Rborist_all_2,-0.155,-0.155,-0.155,-0.155,1,-0.155,-0.155,-0.155
SL.cforest_range01_1,-0.155,-0.155,-0.155,-0.155,1,-0.155,-0.155,-0.155
spikeslab_range01_2,-0.154,-0.415,-0.154,0.108,3,-0.049,0.003,0.056
leapForward_range01_1,-0.183,-0.627,-0.15,0.281,14,0.034,0.066,0.179
rf_all_2,-0.149,-0.149,-0.149,-0.149,1,-0.149,-0.149,-0.149
nnls_quantile_2,-0.156,-0.543,-0.149,0.208,19,-0.018,0.063,0.166
enet_all_2,-0.148,-0.148,-0.148,-0.148,1,-0.148,-0.148,-0.148
gamboost_all_2,-0.147,-0.147,-0.147,-0.147,1,-0.147,-0.147,-0.147
cubist_asis_2,-0.204,-0.764,-0.147,0.284,20,0.004,0.037,0.082
spikeslab_asis_2,-0.099,-0.589,-0.147,0.227,16,0.087,0.127,0.2
glmboost_quantile_1,-0.162,-0.471,-0.144,0.215,13,-0.092,-0.05,-0.013
BstLm_quantile_1,-0.146,-0.432,-0.144,0.295,13,-0.082,-0.034,-0.006
WM_range01_1,-0.208,-0.884,-0.144,0.198,19,-0.086,0.043,0.128
lars2_asis_2,-0.214,-1.205,-0.144,0.095,20,-0.011,0.059,0.078
leapSeq_quantile_2,-0.129,-0.816,-0.144,0.271,19,0.038,0.156,0.204
bagEarthGCV_YeoJohnson_2,-0.129,-0.694,-0.143,0.359,19,0.079,0.144,0.187
dnn_quantile_1,-0.126,-0.28,-0.141,-0.033,13,-0.084,-0.066,-0.043
rvmRadial_YeoJohnson_2,-0.153,-0.44,-0.141,0.089,19,-0.096,-0.04,0.007
leapSeq_YeoJohnson_2,-0.239,-1.304,-0.14,0.191,19,-0.086,-0.052,0.009
glmnet_range01_1,-0.16,-0.757,-0.14,0.168,19,-0.074,-0.046,0.007
SL.ranger_range01_1,-0.139,-0.139,-0.139,-0.139,1,-0.139,-0.139,-0.139
SBC_range01_1,-0.212,-1.025,-0.138,0.406,19,0.005,0.07,0.245
SBC_YeoJohnson_2,-0.175,-1.026,-0.136,0.392,19,0.083,0.174,0.239
M5Rules_range01_1,-0.252,-1.556,-0.134,0.242,19,-0.045,0.068,0.14
svmLinear2_YeoJohnson_2,-0.267,-1.686,-0.133,0.385,19,0.093,0.271,0.363
M5_quantile_2,-0.255,-1.051,-0.132,0.152,19,-0.006,0.06,0.084
M5_YeoJohnson_2,-0.141,-0.515,-0.132,0.153,19,0.043,0.08,0.09
spikeslab_quantile_1,-0.117,-0.445,-0.131,0.174,9,-0.091,-0.028,0.08
pcr_asis_2,-0.131,-0.254,-0.13,-0.024,20,-0.105,-0.075,-0.054
xgbDART_range01_1,-0.108,-0.33,-0.13,0.168,11,-0.115,0.078,0.082
spls_range01_1,-0.206,-1.383,-0.13,0.291,19,0.009,0.092,0.131
dnn_range01_1,-0.258,-1.339,-0.129,0,19,-0.086,-0.059,-0.039
lars_asis_2,-0.156,-0.783,-0.129,0.116,20,-0.013,0.033,0.066
lasso_asis_2,-0.156,-0.783,-0.129,0.116,20,-0.013,0.033,0.066
earth_quantile_1,-0.097,-0.335,-0.129,0.184,13,-0.067,0.049,0.154
dnn_YeoJohnson_2,-0.193,-0.968,-0.127,-0.012,19,-0.095,-0.048,-0.024
dnn_quantile_2,-0.459,-3,-0.127,-0.005,19,-0.083,-0.045,-0.021
xgbLinear_quantile_2,-0.104,-0.466,-0.127,0.677,11,-0.02,0.008,0.147
rpart_asis_2,-0.219,-0.933,-0.126,-0.05,20,-0.09,-0.076,-0.061
rvmRadial_range01_1,-0.081,-0.358,-0.125,0.275,19,-0.027,0.042,0.137
glmboost_asis_2,-0.192,-1.058,-0.124,0.186,20,0.018,0.071,0.082
leapBackward_asis_2,-0.269,-1.779,-0.124,0.323,20,-0.007,0.087,0.185
lars_quantile_1,-0.117,-0.364,-0.123,0.182,12,-0.056,-0.013,0.077
lasso_quantile_1,-0.117,-0.364,-0.123,0.182,12,-0.056,-0.013,0.077
foba_quantile_2,-0.206,-1.198,-0.123,0.424,19,0.005,0.064,0.175
leapBackward_all_2,-0.12,-0.12,-0.12,-0.12,1,-0.12,-0.12,-0.12
bagEarthGCV_range01_2,-0.378,-1.197,-0.119,-0.078,4,-0.104,-0.095,-0.087
enet_quantile_1,-0.112,-0.39,-0.118,0.234,13,-0.033,0.007,0.046
ridge_asis_2,-0.113,-0.456,-0.118,0.256,20,0.009,0.043,0.06
null_range01_2,-0.115,-0.183,-0.117,-0.044,4,-0.106,-0.085,-0.065
pcr_YeoJohnson_2,-0.121,-0.194,-0.117,-0.001,19,-0.113,-0.082,-0.058
bagEarth_range01_2,-0.193,-0.502,-0.117,-0.035,4,-0.081,-0.066,-0.05
plsRglm_YeoJohnson_2,-0.171,-0.81,-0.117,0.179,19,-0.03,0.036,0.124
glmboost_YeoJohnson_2,-0.128,-0.493,-0.117,0.253,19,-0.012,0.087,0.109
leapSeq_quantile_1,-0.115,-0.558,-0.116,0.259,12,0.039,0.066,0.117
msaenet_YeoJohnson_2,-0.078,-0.398,-0.116,0.204,19,0.025,0.088,0.125
rpart2_range01_1,-0.166,-0.84,-0.116,0.509,19,-0.005,0.112,0.179
bridge_YeoJohnson_2,-0.107,-0.448,-0.115,0.083,17,-0.068,-0.045,-0.005
gaussprLinear_range01_2,-0.257,-0.983,-0.115,0.184,4,-0.067,0.017,0.1
null_YeoJohnson_2,-0.121,-0.183,-0.114,0,19,-0.113,-0.083,-0.054
null_quantile_2,-0.121,-0.183,-0.114,0,19,-0.113,-0.083,-0.054
null_range01_1,-0.121,-0.183,-0.114,0,19,-0.113,-0.083,-0.054
krlsPoly_quantile_2,-0.117,-0.179,-0.114,0.001,19,-0.108,-0.079,-0.052
null_asis_2,-0.116,-0.183,-0.114,0,20,-0.084,-0.061,-0.034
lars2_range01_1,-0.133,-0.424,-0.114,0.141,19,-0.049,-0.015,0.011
foba_range01_1,-0.09,-0.615,-0.114,0.251,19,0.033,0.102,0.143
rpart2_range01_2,-0.2,-0.382,-0.111,-0.108,3,-0.11,-0.109,-0.109
rpart_range01_2,-0.17,-0.353,-0.111,-0.046,3,-0.085,-0.072,-0.059
krlsPoly_range01_1,-0.104,-0.171,-0.111,0.013,19,-0.079,-0.062,-0.046
spls_quantile_1,-0.167,-0.566,-0.111,0.22,12,0.033,0.084,0.112
SL.randomForest_range01_1,-0.11,-0.11,-0.11,-0.11,1,-0.11,-0.11,-0.11
xgbLinear_range01_2,-0.108,-0.249,-0.109,0.033,3,-0.052,-0.024,0.005
svmPoly_range01_1,-0.112,-0.795,-0.109,0.287,19,0.066,0.173,0.215
SL.rpart_range01_1,-0.108,-0.108,-0.108,-0.108,1,-0.108,-0.108,-0.108
krlsPoly_YeoJohnson_2,-0.101,-0.173,-0.108,0.01,19,-0.08,-0.058,-0.044
blasso_asis_2,-0.101,-0.3,-0.108,0.027,20,-0.032,-0.025,-0.001
glmStepAIC_range01_2,-0.408,-1.797,-0.108,0.381,4,0.097,0.192,0.287
knn_all_2,-0.107,-0.107,-0.107,-0.107,1,-0.107,-0.107,-0.107
lars_range01_1,-0.09,-0.461,-0.106,0.155,19,-0.045,0.034,0.076
svmLinear3_range01_1,-0.027,-0.301,-0.105,0.417,11,0.174,0.305,0.307
krlsPoly_range01_2,-0.103,-0.158,-0.104,-0.046,4,-0.087,-0.074,-0.06
earth_YeoJohnson_2,-0.085,-0.39,-0.103,0.289,19,-0.019,0.037,0.101
gamboost_quantile_2,-0.059,-0.425,-0.103,0.354,19,0.053,0.139,0.34
BstLm_YeoJohnson_2,-0.077,-0.292,-0.102,0.148,19,-0.005,0.029,0.071
svmLinear2_quantile_1,-0.071,-0.638,-0.102,0.389,12,0.159,0.223,0.256
lars_YeoJohnson_2,-0.084,-0.271,-0.101,0.114,19,-0.038,-0.001,0.06
widekernelpls_quantile_2,-0.232,-1.763,-0.101,0.198,19,0.064,0.099,0.173
spikeslab_quantile_2,-0.119,-0.895,-0.101,0.292,19,0.12,0.142,0.206
leapBackward_YeoJohnson_2,-0.174,-0.667,-0.099,0.305,19,0.019,0.037,0.098
leapBackward_range01_1,-0.109,-0.356,-0.098,0.282,14,0.032,0.06,0.072
bayesglm_YeoJohnson_2,-0.336,-1.573,-0.098,0.411,19,0.083,0.161,0.274
lars2_YeoJohnson_2,-0.121,-0.417,-0.097,0.118,19,-0.054,-0.012,0.02
lars2_range01_2,-0.1,-0.192,-0.096,-0.014,4,-0.082,-0.059,-0.036
lars_range01_2,-0.062,-0.099,-0.096,0.042,4,-0.08,-0.04,0.001
pcaNNet_range01_1,-0.116,-0.537,-0.096,0.272,19,-0.018,0.057,0.111
lasso_YeoJohnson_2,-0.102,-0.365,-0.094,0.142,19,-0.032,-0.009,0.049
null_quantile_1,-0.086,-0.122,-0.093,-0.042,12,-0.082,-0.066,-0.051
blassoAveraged_YeoJohnson_2,-0.086,-0.316,-0.093,0.029,17,-0.055,-0.004,0.017
parRF_all_2,-0.092,-0.092,-0.092,-0.092,1,-0.092,-0.092,-0.092
foba_YeoJohnson_2,-0.126,-0.582,-0.092,0.142,19,-0.046,-0.023,0.069
bridge_asis_2,-0.11,-0.382,-0.091,0.042,20,-0.054,-0.04,-0.003
blasso_YeoJohnson_2,-0.096,-0.304,-0.091,0.031,17,-0.067,-0.027,0.002
BstLm_asis_2,-0.175,-1.341,-0.091,0.153,20,-0.024,0.029,0.074
WM_YeoJohnson_2,-0.164,-0.793,-0.091,0.201,19,0.042,0.148,0.195
krlsPoly_asis_2,-0.097,-0.202,-0.09,-0.015,20,-0.062,-0.052,-0.026
enet_asis_2,-0.134,-0.934,-0.09,0.238,20,-0.008,0.015,0.051
treebag_all_2,-0.089,-0.089,-0.089,-0.089,1,-0.089,-0.089,-0.089
ranger_all_2,-0.088,-0.088,-0.088,-0.088,1,-0.088,-0.088,-0.088
bartMachine_range01_1,-0.055,-0.508,-0.088,0.143,19,0.098,0.102,0.13
bagEarth_asis_2,-0.094,-0.678,-0.087,0.273,20,0.061,0.076,0.128
leapForward_quantile_2,-0.118,-1.044,-0.087,0.355,19,0.1,0.193,0.233
gaussprRadial_all_2,-0.086,-0.086,-0.086,-0.086,1,-0.086,-0.086,-0.086
xgbTree_range01_1,-0.05,-0.17,-0.086,0.179,11,-0.06,-0.013,0.154
nnls_quantile_1,-0.112,-0.494,-0.086,0.005,12,-0.017,-0.008,0.001
krlsPoly_quantile_1,-0.085,-0.122,-0.084,-0.04,13,-0.079,-0.069,-0.05
h2oAutoml_asis_2,-0.064,-0.083,-0.083,0.011,5,-0.083,-0.064,-0.027
icr_range01_2,-0.078,-0.18,-0.083,0.033,4,-0.054,-0.025,0.004
knn_YeoJohnson_2,-0.07,-0.25,-0.083,0.167,19,-0.037,-0.015,0.049
ctree2_YeoJohnson_2,-0.085,-0.469,-0.083,0.234,19,0.069,0.095,0.135
rpart_quantile_1,-0.129,-0.429,-0.082,0.141,12,-0.016,0.008,0.018
lasso_range01_1,-0.088,-0.382,-0.082,0.156,19,-0.015,0.008,0.038
rpart2_YeoJohnson_2,-0.188,-0.84,-0.082,0.168,19,-0.002,0.059,0.143
WM_quantile_1,-0.081,-0.683,-0.082,0.154,12,0.086,0.114,0.132
M5Rules_asis_2,-0.157,-0.868,-0.082,0.403,20,0.087,0.151,0.176
BstLm_range01_2,-0.081,-0.081,-0.081,-0.081,2,-0.081,-0.081,-0.081
icr_asis_2,-0.08,-0.27,-0.081,0.144,20,-0.045,0,0.03
ctree2_quantile_1,-0.156,-0.634,-0.081,0.104,13,0.011,0.047,0.073
svmRadialSigma_YeoJohnson_2,-0.102,-0.607,-0.081,0.368,19,0.014,0.068,0.254
SL.loess_range01_1,-0.08,-0.08,-0.08,-0.08,1,-0.08,-0.08,-0.08
pcr_range01_2,-0.034,-0.126,-0.08,0.15,4,-0.047,0.019,0.084
plsRglm_range01_1,-0.132,-0.562,-0.08,0.179,19,-0.007,0.059,0.096
ctree_range01_1,-0.086,-0.469,-0.08,0.234,18,0.054,0.093,0.139
ctree2_range01_1,-0.096,-0.469,-0.08,0.234,18,0.057,0.093,0.139
rvmPoly_YeoJohnson_2,-0.017,-0.292,-0.079,0.474,19,0.049,0.099,0.209
blassoAveraged_asis_2,-0.096,-0.313,-0.078,0.03,20,-0.024,-0.01,-0.006
svmRadial_YeoJohnson_2,-0.09,-0.526,-0.078,0.341,19,-0.008,0.038,0.171
bagEarthGCV_range01_1,-0.131,-0.684,-0.078,0.377,19,0.048,0.122,0.204
svmLinear_range01_2,-0.047,-0.156,-0.077,0.092,3,-0.009,0.024,0.058
enet_range01_1,-0.068,-0.646,-0.077,0.372,19,0.022,0.069,0.169
svmRadial_range01_2,-0.09,-0.12,-0.076,-0.074,3,-0.075,-0.075,-0.074
gaussprRadial_range01_2,-0.059,-0.131,-0.076,0.048,4,-0.031,-0.005,0.022
ctree_YeoJohnson_2,-0.083,-0.469,-0.076,0.234,19,0.037,0.087,0.135
krlsRadial_quantile_2,-0.059,-0.778,-0.076,0.308,19,0.069,0.099,0.131
svmRadialSigma_range01_2,-0.046,-0.249,-0.075,0.185,3,0.029,0.081,0.133
leapBackward_quantile_2,-0.13,-0.995,-0.075,0.405,19,0.069,0.194,0.246
extraTrees_all_2,-0.074,-0.074,-0.074,-0.074,1,-0.074,-0.074,-0.074
RRFglobal_all_2,-0.074,-0.074,-0.074,-0.074,1,-0.074,-0.074,-0.074
svmLinear3_quantile_2,-0.141,-0.835,-0.074,0.452,19,0.009,0.037,0.12
bartMachine_range01_2,-0.097,-0.411,-0.074,0.17,4,0.034,0.079,0.125
kernelpls_all_2,-0.073,-0.073,-0.073,-0.073,1,-0.073,-0.073,-0.073
simpls_all_2,-0.073,-0.073,-0.073,-0.073,1,-0.073,-0.073,-0.073
widekernelpls_all_2,-0.073,-0.073,-0.073,-0.073,1,-0.073,-0.073,-0.073
bagEarth_YeoJohnson_2,-0.077,-0.466,-0.073,0.26,19,0.049,0.112,0.15
RRF_all_2,-0.072,-0.072,-0.072,-0.072,1,-0.072,-0.072,-0.072
spls_asis_2,-0.298,-3,-0.072,0.164,20,-0.03,0.039,0.078
msaenet_range01_2,-0.031,-0.131,-0.072,0.153,4,-0.009,0.045,0.099
M5_asis_2,-0.119,-0.732,-0.072,0.319,20,0.031,0.141,0.242
krlsRadial_range01_2,-0.029,-0.092,-0.071,0.119,4,-0.051,0.006,0.062
svmRadialSigma_range01_1,-0.155,-0.75,-0.071,0.384,19,0.061,0.102,0.123
svmLinear2_quantile_2,-0.191,-1.3,-0.071,0.454,19,0.063,0.115,0.195
enet_YeoJohnson_2,-0.021,-0.453,-0.071,0.355,19,0.072,0.157,0.218
BstLm_range01_1,-0.093,-0.521,-0.07,0.163,19,-0.024,0.014,0.081
earth_range01_1,-0.121,-0.586,-0.07,0.164,19,-0.05,0.028,0.076
kknn_range01_1,-0.065,-0.352,-0.07,0.284,14,0.024,0.069,0.125
plsRglm_quantile_2,-0.218,-1.205,-0.07,0.349,17,0.02,0.109,0.153
simpls_range01_1,-0.6,-3,-0.07,0.437,19,0.077,0.18,0.302
icr_YeoJohnson_2,-0.059,-0.188,-0.069,0.145,19,-0.01,0.005,0.017
ctree2_asis_2,-0.118,-0.829,-0.069,0.177,20,0,0.077,0.135
knn_quantile_1,-0.039,-0.455,-0.069,0.335,13,0.041,0.157,0.303
svmLinear_range01_1,-0.273,-1.571,-0.069,0.372,19,0.131,0.183,0.342
RRFglobal_quantile_2,-0.055,-0.281,-0.068,0.218,19,0.035,0.094,0.128
svmPoly_all_2,-0.067,-0.067,-0.067,-0.067,1,-0.067,-0.067,-0.067
xgbTree_asis_2,-0.101,-0.596,-0.066,0.196,16,0.051,0.1,0.139
ppr_range01_2,-0.066,-0.27,-0.066,0.137,4,0.135,0.136,0.136
cubist_quantile_1,-0.11,-0.692,-0.066,0.487,13,0.013,0.213,0.329
cubist_YeoJohnson_2,-0.11,-0.529,-0.065,0.217,19,0.02,0.052,0.127
glmnet_YeoJohnson_2,-0.12,-0.53,-0.065,0.241,19,-0.014,0.075,0.089
simpls_quantile_2,-0.383,-2.772,-0.064,0.276,19,0.032,0.065,0.133
cubist_quantile_2,-0.069,-0.464,-0.064,0.47,19,0.001,0.08,0.242
dnn_range01_2,-0.076,-0.16,-0.063,-0.018,4,-0.023,-0.022,-0.02
avNNet_quantile_1,-0.089,-0.395,-0.062,0.177,13,-0.031,-0.006,0.131
leapForward_YeoJohnson_2,-0.262,-2.073,-0.062,0.263,19,-0.03,0.012,0.079
knn_quantile_2,-0.052,-0.583,-0.062,0.464,19,0.029,0.061,0.25
WM_quantile_2,-0.07,-0.786,-0.061,0.425,19,0.086,0.177,0.333
ridge_quantile_1,-0.004,-0.389,-0.061,0.284,12,0.088,0.216,0.249
glmnet_quantile_1,-0.116,-0.468,-0.06,0.187,13,0.002,0.028,0.135
glmnet_asis_2,-0.149,-0.758,-0.06,0.112,20,-0.006,0.063,0.084
icr_range01_1,-0.058,-0.184,-0.058,0.139,19,-0.021,-0.003,0.007
glmboost_range01_1,-0.092,-0.441,-0.058,0.249,18,0.02,0.063,0.094
gaussprRadial_range01_1,-0.053,-0.32,-0.058,0.222,19,0.038,0.071,0.116
cforest_asis_2,-0.027,-0.305,-0.057,0.252,20,0.03,0.101,0.172
msaenet_quantile_2,-0.098,-1.035,-0.056,0.344,19,0.142,0.226,0.284
rvmRadial_quantile_2,-0.082,-0.573,-0.055,0.257,19,0.019,0.075,0.191
gaussprRadial_YeoJohnson_2,-0.054,-0.32,-0.053,0.235,19,0.007,0.054,0.092
xgbLinear_range01_1,-0.102,-0.377,-0.053,0.258,11,0.053,0.063,0.196
blassoAveraged_quantile_1,-0.085,-0.315,-0.052,0.001,13,-0.033,-0.027,-0.014
nnet_quantile_1,-0.065,-0.496,-0.052,0.195,12,-0.012,0.08,0.169
rvmPoly_range01_2,-0.069,-0.161,-0.051,0.005,3,-0.029,-0.017,-0.006
spls_quantile_2,-0.248,-1.873,-0.051,0.359,19,0.008,0.1,0.223
svmLinear2_asis_2,-0.324,-2.207,-0.05,0.45,20,0.113,0.182,0.246
blasso_all_2,-0.049,-0.049,-0.049,-0.049,1,-0.049,-0.049,-0.049
blassoAveraged_all_2,-0.049,-0.049,-0.049,-0.049,1,-0.049,-0.049,-0.049
bridge_all_2,-0.049,-0.049,-0.049,-0.049,1,-0.049,-0.049,-0.049
M5_all_2,-0.049,-0.049,-0.049,-0.049,1,-0.049,-0.049,-0.049
M5Rules_all_2,-0.049,-0.049,-0.049,-0.049,1,-0.049,-0.049,-0.049
blasso_quantile_1,-0.081,-0.321,-0.048,-0.004,13,-0.031,-0.023,-0.02
ridge_range01_1,-0.036,-0.642,-0.048,0.385,19,0.133,0.194,0.251
SL.extraTrees_range01_1,-0.047,-0.047,-0.047,-0.047,1,-0.047,-0.047,-0.047
xgbDART_YeoJohnson_2,-0.174,-0.599,-0.047,0.03,7,-0.022,-0.003,0.014
xgbDART_asis_2,-0.063,-0.421,-0.047,0.329,15,0.056,0.079,0.156
kknn_range01_2,-0.026,-0.116,-0.045,0.101,4,-0.001,0.033,0.067
svmLinear2_range01_1,-0.206,-1.291,-0.045,0.441,19,0.126,0.293,0.374
ranger_asis_2,-0.063,-0.392,-0.044,0.159,20,0.04,0.064,0.124
evtree_asis_2,-0.079,-0.396,-0.043,0.162,18,-0.009,-0.003,0.092
blassoAveraged_quantile_2,-0.076,-0.344,-0.042,0.059,19,-0.013,0.001,0.018
cforest_quantile_1,-0.043,-0.53,-0.042,0.27,13,0.058,0.129,0.149
krlsRadial_asis_2,-0.055,-0.291,-0.04,0.171,20,0.036,0.096,0.138
Rborist_range01_1,-0.029,-0.255,-0.04,0.146,11,0.085,0.106,0.13
gbm_YeoJohnson_2,-0.103,-0.599,-0.04,0.197,19,0.068,0.112,0.126
blasso_quantile_2,-0.076,-0.371,-0.039,0.059,19,-0.015,-0.001,0.018
rf_range01_1,-0.028,-0.256,-0.039,0.209,19,0.105,0.112,0.124
bridge_quantile_1,-0.065,-0.279,-0.038,0.045,13,-0.026,-0.021,-0.014
xgbLinear_YeoJohnson_2,-0.14,-0.452,-0.036,0.29,7,0.007,0.011,0.124
ranger_YeoJohnson_2,-0.013,-0.256,-0.036,0.263,19,0.065,0.088,0.105
kernelpls_quantile_1,-0.042,-0.599,-0.035,0.324,13,0.009,0.05,0.261
rvmLinear_quantile_2,-0.069,-0.778,-0.035,0.555,19,0.09,0.14,0.281
rvmPoly_quantile_2,-0.055,-0.617,-0.035,0.339,19,0.086,0.148,0.266
bagEarthGCV_quantile_2,-0.061,-0.459,-0.034,0.199,19,0.03,0.056,0.145
