pMAE,pRMSE,ocvRMSE,RMSEutrans,MAEutrans,date,algomodel,trgCol,transTarg,task,missing,append,transform,pc,expirament,fold,maxfold,seed,seedit,foldseed,RMSEmean,RMSEmeantrain,hpGen,time,validmethod,tuneLength,cvcount,ignrepeats,adaptivemin,bestTuneparams,btp1,btp2,btp3,btp4,btp5,btp6,btp7,btp8,btp9,btp10,btp11 
0.468,0.457,2.39,2.39,1.93,Mon May 14 06:56:39 2018,rqlasso,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,35,cv,10,10,1,5,0.00180070053011353
0.468,0.457,2.39,2.39,1.93,Mon May 14 06:57:58 2018,rqnc,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,79,cv,10,10,1,5,0.0242639847204793,SCAD
0.774,0.767,1.04,1.03,0.818,Wed May 16 12:18:38 2018,RRFglobal,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,172,222,4.405,4.39,random,74782,cv,10,10,1,5,4,0.951071277493611
Fail,Fail,Fail,Fail,Fail,Wed May 16 12:19:04 2018,rvmLinear,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,24
0.468,0.457,2.38,2.39,1.93,Wed May 16 12:19:08 2018,simpls,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,3,cv,10,10,1,5,2
0.468,0.457,2.38,2.39,1.93,Wed May 16 12:19:26 2018,spikeslab,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,127,222,4.405,4.39,random,18,cv,10,10,1,5,8
0.468,0.457,2.38,2.39,1.93,Wed May 16 12:20:26 2018,spls,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,59,cv,10,10,1,5,5,0.926513927755877,0.0814170625526458
0.318,0.308,3.08,3.05,2.47,Wed May 16 12:20:40 2018,superpc,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,12,cv,10,10,1,5,0.76480799401179,3
Fail,Fail,Fail,Fail,Fail,Wed May 16 12:20:41 2018,svmBoundrangeString,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,0
Fail,Fail,Fail,Fail,Fail,Wed May 16 12:20:42 2018,svmExpoString,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,0
Fail,Fail,Fail,Fail,Fail,Wed May 16 12:20:43 2018,svmSpectrumString,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,0
0.687,0.679,-1,1.41,1.14,Wed May 16 12:21:18 2018,treebag,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,406,222,4.405,4.39,random,35,cv,10,10,1,5,none
Fail,Fail,Fail,Fail,Fail,Wed May 16 12:21:43 2018,widekernelpls,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,23
0.782,0.775,1,0.992,0.79,Wed May 16 12:23:00 2018,xgbLinear,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,117,222,4.405,4.39,random,76,cv,10,10,1,5,13,0.111233748950634,0.0054848860184934,0.296345769194886
0.782,0.775,1.01,0.99,0.789,Wed May 16 12:29:20 2018,xgbTree,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,448,222,4.405,4.39,random,380,cv,10,10,1,5,976,8,0.189123171901796,6.55231972923502,0.391013335064054,11,0.71442167845089
Fail,Fail,Fail,Fail,Fail,Wed May 16 12:37:09 2018,xyf,1,2,OpenML 2dplanes,ignore,none,YeoJohnson,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,468
0.11,0.084,4.03,4.04,3.23,Wed May 16 14:18:17 2018,avNNet,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,241,222,4.405,4.39,random,6058,cv,10,10,1,5,20,0.733547544249126,FALSE
Fail,Fail,Fail,Fail,Fail,Wed May 16 14:18:23 2018,bag,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4
0.675,0.667,1.46,1.47,1.18,Wed May 16 15:20:04 2018,bagEarth,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,188,222,4.405,4.39,random,3701,cv,10,10,1,5,10,2
0.468,0.457,-1,2.39,1.93,Wed May 16 15:26:02 2018,bagEarthGCV,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,188,222,4.405,4.39,random,335,cv,10,10,1,5,1
Fail,Fail,Fail,Fail,Fail,Wed May 16 15:26:20 2018,bartMachine,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,182,222,13
0.468,0.457,-1,2.39,1.93,Wed May 16 15:26:53 2018,bayesglm,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,33,cv,10,10,1,5,none
0.468,0.457,2.38,2.39,1.93,Wed May 16 16:11:57 2018,blasso,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,527,222,4.405,4.39,random,582,cv,10,10,1,5,0.993161210324615
0.468,0.457,-1,2.39,1.93,Wed May 16 16:22:03 2018,blassoAveraged,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,324,222,4.405,4.39,random,604,cv,10,10,1,5,none
0.468,0.457,-1,2.39,1.93,Wed May 16 16:32:38 2018,bridge,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,116,222,4.405,4.39,random,632,cv,10,10,1,5,none
0.257,0.246,3.31,3.32,2.7,Wed May 16 16:40:31 2018,BstLm,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,465,cv,10,10,1,5,361,0.454878379098373
0.783,0.776,1,0.987,0.787,Wed May 16 16:42:19 2018,ctree,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,105,cv,10,10,1,5,0.905273560900241
0.783,0.776,1,0.987,0.787,Wed May 16 16:44:12 2018,ctree2,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,109,cv,10,10,1,5,12,0.908162833424285
0.783,0.776,0.999,0.987,0.787,Wed May 16 18:19:15 2018,cubist,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,1,222,4.405,4.39,random,5699,cv,10,10,1,5,88,0
-0.071,-0.08,2.85,4.76,3.88,Wed May 16 18:24:43 2018,dnn,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,87,222,4.405,4.39,random,327,cv,10,10,1,5,8,11,13,0.0515477994689718,0.00502127790823579
0.686,0.678,1.42,1.42,1.14,Wed May 16 18:27:20 2018,earth,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,155,cv,10,10,1,5,12,2
0.468,0.457,2.38,2.39,1.93,Wed May 16 18:27:33 2018,elm,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,121,222,4.405,4.39,random,13,cv,10,10,1,5,11,purelin
0.467,0.457,2.39,2.39,1.93,Wed May 16 18:28:01 2018,enet,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,26,cv,10,10,1,5,0.949501576833427,0.000791589066971079
Fail,Fail,Fail,Fail,Fail,Wed May 16 18:28:04 2018,extraTrees,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,24,222,2
0.468,0.457,2.38,2.39,1.93,Wed May 16 18:28:22 2018,foba,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,17,cv,10,10,1,5,7,0.000178195693464591
0.468,0.457,2.38,2.39,1.93,Wed May 16 18:29:39 2018,gamSpline,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,76,cv,10,10,1,5,0.162658612243831
Fail,Fail,Fail,Fail,Fail,Wed May 16 18:30:12 2018,gaussprLinear,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,32
Fail,Fail,Fail,Fail,Fail,Wed May 16 18:36:55 2018,gbm_h2o,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,1,222,403
0.468,0.457,-1,2.39,1.93,Wed May 16 18:37:21 2018,gcvEarth,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,25,cv,10,10,1,5,1
0.468,0.457,-1,2.39,1.93,Wed May 16 18:37:29 2018,glm,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,3,cv,10,10,1,5,none
Fail,Fail,Fail,Fail,Fail,Wed May 16 18:37:44 2018,glm.nb,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,14
0.468,0.457,2.38,2.39,1.93,Wed May 16 18:39:08 2018,glmboost,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,83,cv,10,10,1,5,646,no
0.468,0.457,2.38,2.39,1.93,Wed May 16 18:39:20 2018,glmnet,1,2,OpenML 2dplanes,ignore,none,quantile,LAPTOP-1SBQTC5I,15th10hp10cvml,1,5,403,624,222,4.405,4.39,random,12,cv,10,10,1,5,0.340840789023787,0.0185981987496521
