Fail,Fail,Fail,Fail,PackageFail,Tue Mar 13 16:36:25 2018,pythonKnnReg,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,3
0.758,0.744,0.257,0.373,0.277,Tue Mar 13 16:36:32 2018,qrf,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,7,cv,20,3,1,5,2
0.944,0.909,0.111,0.133,0.0645,Tue Mar 13 16:36:38 2018,ranger,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,4,cv,20,3,1,5,2
0.935,0.895,0.115,0.153,0.0745,Tue Mar 13 16:36:58 2018,Rborist,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,19,cv,20,3,1,5,2
0.3,0.329,0.996,0.977,0.802,Tue Mar 13 16:37:00 2018,relaxo,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,1,cv,20,3,1,5,529.880287235947,0.0036085091996938
0.942,0.909,0.111,0.133,0.0661,Tue Mar 13 16:37:07 2018,rf,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,5,cv,20,3,1,5,2
0.998,0.998,0.00235,0.00256,0.00176,Tue Mar 13 16:37:09 2018,ridge,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,1,cv,20,3,1,5,3.17718915651516e-05
0.998,0.998,0.00235,0.00254,0.00175,Tue Mar 13 16:37:11 2018,rlm,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,1,cv,20,3,1,5,FALSE,psi.huber
0.801,0.79,0.255,0.305,0.228,Tue Mar 13 16:37:13 2018,rpart,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,1,cv,20,3,1,5,0.000191090093565597
0.633,0.616,-1,0.559,0.421,Tue Mar 13 16:37:15 2018,rpart1SE,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,1,cv,20,3,1,5,none
0.633,0.616,0.396,0.559,0.421,Tue Mar 13 16:37:16 2018,rpart2,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,1,cv,20,3,1,5,11
0.998,0.998,0.00235,0.00259,0.00177,Tue Mar 13 16:37:19 2018,rqlasso,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,1,cv,20,3,1,5,0.0246056395442473
0.998,0.998,0.00235,0.00253,0.00175,Tue Mar 13 16:37:22 2018,rqnc,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,2,cv,20,3,1,5,0.121989578801718,MCP
0.943,0.908,0.11,0.134,0.0658,Tue Mar 13 16:38:44 2018,RRF,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,81,cv,20,3,1,5,2,0.911966259358451,0.671255842316896
0.943,0.906,0.11,0.137,0.066,Tue Mar 13 16:39:24 2018,RRFglobal,1,1,basic sum C1 + C2,ignore,none,centernscale,LAPTOP-1SBQTC5I,14th20hp3cv,1.456,random,274,39,cv,20,3,1,5,2,0.911966259358451
0.342,0.219,1.2,1.03,0.703,Wed Mar 14 15:33:28 2018,avNNet,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,36,cv,20,3,1,5,10,0.000448232106314551,FALSE
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:33:35 2018,bag,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,2
0.98,0.979,0.0272,0.0272,0.0216,Wed Mar 14 15:33:48 2018,bagEarth,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,12,cv,20,3,1,5,4,2
0.98,0.979,-1,0.0272,0.0216,Wed Mar 14 15:33:53 2018,bagEarthGCV,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,1
0.998,0.998,0.00282,0.00154,0.00103,Wed Mar 14 15:34:28 2018,bam,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,32,cv,20,3,1,5,TRUE,REML
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:34:30 2018,bartMachine,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,0
0.998,0.998,-1,0.00153,0.00103,Wed Mar 14 15:34:32 2018,bayesglm,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,none
0.998,0.998,0.00342,0.0021,0.00151,Wed Mar 14 15:34:36 2018,blasso,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,0.0470260048750788
0.998,0.998,-1,0.00228,0.00165,Wed Mar 14 15:34:39 2018,blassoAveraged,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,none
0.998,0.998,-1,0.00194,0.00137,Wed Mar 14 15:34:42 2018,bridge,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,none
0.994,0.994,0.0155,0.00708,0.00672,Wed Mar 14 15:35:22 2018,BstLm,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,39,cv,20,3,1,5,498,0.595273085836787
0.971,0.966,0.103,0.0442,0.0306,Wed Mar 14 15:35:51 2018,cforest,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,27,cv,20,3,1,5,4
0.955,0.946,0.114,0.0706,0.048,Wed Mar 14 15:35:56 2018,ctree,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,0.996966219739988
0.956,0.947,0.114,0.0691,0.0464,Wed Mar 14 15:35:59 2018,ctree2,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,8,0.00343843270093203
0.998,0.998,0.00327,0.00189,0.00122,Wed Mar 14 15:36:26 2018,cubist,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,26,cv,20,3,1,5,75,0
-0.031,-0.028,1.49,1.36,1.1,Wed Mar 14 15:36:31 2018,dnn,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,4,cv,20,3,1,5,6,7,2,0.00389711102470756,0.0908179564634338
0.98,0.979,0.0272,0.0271,0.0216,Wed Mar 14 15:36:34 2018,earth,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,3,1
0.998,0.998,0.00281,0.00153,0.00103,Wed Mar 14 15:36:37 2018,elm,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,7,purelin
0.99,0.99,0.015,0.0132,0.0106,Wed Mar 14 15:36:40 2018,enet,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,0.84042081120424,0.294863428490562
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:36:41 2018,extraTrees,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1
0.998,0.998,0.0033,0.0023,0.00138,Wed Mar 14 15:36:44 2018,foba,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,3,1.44996099228152e-05
0.998,0.998,0.00282,0.00154,0.00103,Wed Mar 14 15:36:55 2018,gam,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,9,cv,20,3,1,5,TRUE,ML
0.998,0.998,0.0028,0.00154,0.00103,Wed Mar 14 15:37:02 2018,gamSpline,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,6,cv,20,3,1,5,1.99866172624752
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:37:24 2018,gaussprLinear,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,20
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:38:38 2018,gbm_h2o,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,73
0.98,0.979,-1,0.0271,0.0216,Wed Mar 14 15:38:40 2018,gcvEarth,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,1
0.998,0.998,-1,0.00153,0.00103,Wed Mar 14 15:38:43 2018,glm,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,none
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:38:46 2018,glm.nb,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,2
0.998,0.998,0.00326,0.00225,0.00135,Wed Mar 14 15:38:53 2018,glmboost,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,6,cv,20,3,1,5,997,no
0.971,0.971,0.0437,0.0387,0.0314,Wed Mar 14 15:38:56 2018,glmnet,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,0.742059379350394,0.00771612384191179
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:40:11 2018,glmnet_h2o,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,74
0.998,0.998,-1,0.00153,0.00103,Wed Mar 14 15:40:14 2018,glmStepAIC,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,none
0.998,0.998,0.00279,0.00153,0.00104,Wed Mar 14 15:40:17 2018,icr,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,2
0.998,0.998,0.00279,0.00154,0.00103,Wed Mar 14 15:40:19 2018,kernelpls,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,2
0.945,0.933,0.164,0.0888,0.0587,Wed Mar 14 15:40:23 2018,knn,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,7
0.183,0.131,1.38,1.15,0.873,Wed Mar 14 15:41:24 2018,krlsPoly,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,59,cv,20,3,1,5,0.0113024737995089,3
0.998,0.998,0.00293,0.00164,0.0011,Wed Mar 14 15:43:59 2018,krlsRadial,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,153,cv,20,3,1,5,1.71842279250991e-05,380.507697560131
0.998,0.998,0.00281,0.00153,0.00103,Wed Mar 14 15:44:02 2018,lars,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,0.984932163264602
0.998,0.998,0.0028,0.00153,0.00103,Wed Mar 14 15:44:04 2018,lars2,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,4
0.998,0.998,0.00281,0.00153,0.00103,Wed Mar 14 15:44:07 2018,lasso,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,0.984932163264602
0.998,0.998,0.0028,0.00153,0.00103,Wed Mar 14 15:44:10 2018,leapBackward,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,3
0.998,0.998,0.0028,0.00153,0.00103,Wed Mar 14 15:44:12 2018,leapForward,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,3
0.998,0.998,0.0028,0.00153,0.00103,Wed Mar 14 15:44:14 2018,leapSeq,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,3
0.998,0.998,-1,0.00153,0.00103,Wed Mar 14 15:44:16 2018,lm,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,TRUE
0.998,0.998,-1,0.00153,0.00103,Wed Mar 14 15:44:18 2018,lmStepAIC,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,none
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:44:23 2018,logicBag,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,3
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:44:28 2018,logreg,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,4
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:44:31 2018,M5,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:44:33 2018,M5Rules,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,0
0.998,0.998,0.00317,0.00197,0.0014,Wed Mar 14 15:44:41 2018,msaenet,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,7,cv,20,3,1,5,0.40872745141387,9,0.40274423523806
0.342,0.219,1.2,1.03,0.703,Wed Mar 14 15:44:50 2018,nnet,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,8,cv,20,3,1,5,10,0.000448232106314551
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:44:53 2018,nnls,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:44:57 2018,ordinalNet,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,2
0.984,0.983,0.0585,0.0218,0.0169,Wed Mar 14 15:45:11 2018,parRF,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,12,cv,20,3,1,5,4
-0.001,0,1.48,1.32,1.07,Wed Mar 14 15:45:16 2018,pcaNNet,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,4,cv,20,3,1,5,10,1.06636663736358e-05
0.998,0.998,0.00279,0.00154,0.00103,Wed Mar 14 15:45:18 2018,pcr,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,2
Fail,Fail,Fail,Fail,PackageFail,Wed Mar 14 15:45:48 2018,pls,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,29
0.998,0.998,0.0028,0.00153,0.00103,Wed Mar 14 15:46:00 2018,plsRglm,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,10,cv,20,3,1,5,3,0.173569362796843
0.998,0.998,0.0121,0.00139,0.000904,Wed Mar 14 15:46:05 2018,ppr,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,3,cv,20,3,1,5,13
Fail,Fail,Fail,Fail,PackageFail,Wed Mar 14 15:46:09 2018,pythonKnnReg,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,3
0.965,0.962,0.112,0.0497,0.0376,Wed Mar 14 15:46:25 2018,qrf,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,15,cv,20,3,1,5,4
0.984,0.984,0.0581,0.0214,0.0166,Wed Mar 14 15:46:34 2018,ranger,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,7,cv,20,3,1,5,4
0.984,0.983,0.0547,0.0222,0.0168,Wed Mar 14 15:47:09 2018,Rborist,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,33,cv,20,3,1,5,4
0.997,0.997,0.00309,0.0032,0.00268,Wed Mar 14 15:47:12 2018,relaxo,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,0.00190417622685732,0.749495794298127
0.984,0.984,0.0584,0.0215,0.0167,Wed Mar 14 15:47:24 2018,rf,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,11,cv,20,3,1,5,4
0.998,0.998,0.0028,0.00154,0.00104,Wed Mar 14 15:47:27 2018,ridge,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,1.91494378450245e-05
0.998,0.998,0.00281,0.00155,0.00103,Wed Mar 14 15:47:29 2018,rlm,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,TRUE,psi.huber
0.957,0.948,0.108,0.0677,0.0459,Wed Mar 14 15:47:32 2018,rpart,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,1.16383481820615e-05
0.808,0.814,-1,0.244,0.205,Wed Mar 14 15:47:34 2018,rpart1SE,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,none
0.808,0.814,0.275,0.244,0.205,Wed Mar 14 15:47:36 2018,rpart2,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,7
0.998,0.998,0.0028,0.00154,0.00102,Wed Mar 14 15:47:40 2018,rqlasso,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,1.44996099228152e-05
0.998,0.998,0.00279,0.00154,0.00102,Wed Mar 14 15:47:43 2018,rqnc,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,1.91494378450245e-05,MCP
0.984,0.983,0.055,0.0217,0.0169,Wed Mar 14 15:49:25 2018,RRF,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,100,cv,20,3,1,5,4,0.122247764840722,0.610342236468568
0.984,0.984,0.0568,0.0214,0.0167,Wed Mar 14 15:50:14 2018,RRFglobal,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,48,cv,20,3,1,5,4,0.926742656389251
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:53:41 2018,rvmLinear,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,206
0.998,0.998,0.00279,0.00154,0.00103,Wed Mar 14 15:53:44 2018,simpls,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,1,cv,20,3,1,5,2
0.998,0.998,0.00286,0.0016,0.00104,Wed Mar 14 15:53:50 2018,spikeslab,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,4,cv,20,3,1,5,4
0.998,0.998,0.00279,0.00153,0.00104,Wed Mar 14 15:53:53 2018,spls,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,2,0.354909138288349,0.0235130024375394
0.992,0.993,0.0161,0.00919,0.00906,Wed Mar 14 15:53:57 2018,superpc,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,0.0470260048750788,2
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:53:58 2018,svmBoundrangeString,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,0
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:54:00 2018,svmExpoString,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,0
NA,NA,0.0529,NA,NA,Wed Mar 14 15:54:04 2018,svmLinear,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,3,cv,20,3,1,5,0.199169427166583
0.967,0.967,0.0529,0.0441,0.0356,Wed Mar 14 15:54:08 2018,svmLinear2,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,0.199169427166583
0.979,0.979,0.036,0.0283,0.0228,Wed Mar 14 15:54:11 2018,svmLinear3,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,1.77005569675824,L2
NA,NA,0.0529,NA,NA,Wed Mar 14 15:54:15 2018,svmPoly,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,1,0.0939939037773225,191.980189227051
NA,NA,0.0785,NA,NA,Wed Mar 14 15:54:19 2018,svmRadial,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,3,cv,20,3,1,5,0.0067050720529231,85.842267996841
NA,NA,0.21,NA,NA,Wed Mar 14 15:54:22 2018,svmRadialCost,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,4.05223090112265
NA,NA,0.0785,NA,NA,Wed Mar 14 15:54:26 2018,svmRadialSigma,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,0.0067050720529231,85.842267996841
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:54:28 2018,svmSpectrumString,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,0
0.868,0.872,-1,0.168,0.141,Wed Mar 14 15:54:32 2018,treebag,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,2,cv,20,3,1,5,none
0.998,0.998,0.00279,0.00154,0.00103,Wed Mar 14 15:54:45 2018,widekernelpls,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,11,cv,20,3,1,5,2
0.984,0.982,0.049,0.0233,0.0174,Wed Mar 14 15:54:57 2018,xgbLinear,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,10,cv,20,3,1,5,84,1.36289876800053e-05,0.0559086455986877,0.132811289979145
0.93,0.917,0.194,0.11,0.0747,Wed Mar 14 15:56:15 2018,xgbTree,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,1.318,random,313,76,cv,20,3,1,5,399,9,0.0253983458420262,2.24136620294303,0.520772635750473,19,0.819912496954203
Fail,Fail,Fail,Fail,Fail,Wed Mar 14 15:56:29 2018,xyf,1,2,basic sum C1 + C2,ignore,none,PCA,LAPTOP-1SBQTC5I,14th20hp3cv,13
0.311,0.2,1.18,1.08,0.756,Thu Mar 15 15:33:29 2018,avNNet,1,2,basic sum C1 + C2,ignore,none,all,LAPTOP-1SBQTC5I,14th20hp3cv,1.353,random,261,50,cv,20,3,1,5,18,0.000290481639613659,TRUE
Fail,Fail,Fail,Fail,Fail,Thu Mar 15 15:33:34 2018,bag,1,2,basic sum C1 + C2,ignore,none,all,LAPTOP-1SBQTC5I,14th20hp3cv,2
0.981,0.98,0.0274,0.0272,0.0213,Thu Mar 15 15:33:51 2018,bagEarth,1,2,basic sum C1 + C2,ignore,none,all,LAPTOP-1SBQTC5I,14th20hp3cv,1.353,random,261,15,cv,20,3,1,5,3,2
0.981,0.98,-1,0.0271,0.0213,Thu Mar 15 15:33:59 2018,bagEarthGCV,1,2,basic sum C1 + C2,ignore,none,all,LAPTOP-1SBQTC5I,14th20hp3cv,1.353,random,261,3,cv,20,3,1,5,1
0.999,0.998,0.00244,0.0011,0.000826,Thu Mar 15 15:39:10 2018,bam,1,2,basic sum C1 + C2,ignore,none,all,LAPTOP-1SBQTC5I,14th20hp3cv,1.353,random,261,307,cv,20,3,1,5,FALSE,REML
Fail,Fail,Fail,Fail,Fail,Thu Mar 15 15:39:14 2018,bartMachine,1,2,basic sum C1 + C2,ignore,none,all,LAPTOP-1SBQTC5I,14th20hp3cv,1
0.998,0.998,-1,0.00123,0.00094,Thu Mar 15 15:39:18 2018,bayesglm,1,2,basic sum C1 + C2,ignore,none,all,LAPTOP-1SBQTC5I,14th20hp3cv,1.353,random,261,2,cv,20,3,1,5,none
0.998,0.998,0.00287,0.00182,0.00138,Thu Mar 15 15:39:30 2018,blasso,1,2,basic sum C1 + C2,ignore,none,all,LAPTOP-1SBQTC5I,14th20hp3cv,1.353,random,261,10,cv,20,3,1,5,0.165051472373307
0.998,0.998,-1,0.00183,0.00138,Thu Mar 15 15:39:41 2018,blassoAveraged,1,2,basic sum C1 + C2,ignore,none,all,LAPTOP-1SBQTC5I,14th20hp3cv,1.353,random,261,9,cv,20,3,1,5,none
